iter	Passed	Remaining
1663	299506	60477
1664	299825	60325
1665	300000	60144
1666	300110	59950
1667	300251	59762
1668	300469	59589
1669	300917	59462
1670	301339	59330
1671	301784	59201
1672	302099	59047
1673	302313	58873
1674	302403	58675
1675	302527	58483
1676	302651	58292
1677	302784	58102
1678	302982	57925
1679	303191	57750
1680	303564	57606
1681	304043	57482
1682	304471	57348
1683	304912	57216
1684	305371	57087
1685	305765	56945
1686	305959	56766
1687	306160	56588
1688	306303	56400
1689	306533	56228
1690	306743	56051
1691	306952	55875
1692	307186	55703
1693	307415	55530
1694	307575	55345
1695	307755	55163
1696	307890	54973
1697	308012	54781
1698	308145	54591
1699	308397	54423
1700	308568	54239
1701	308765	54061
1702	308986	53886
1703	309135	53699
1704	309532	53555
1705	309713	53373
1706	309886	53190
1707	310097	53014
1708	310559	52880
1709	310766	52703
1710	310876	52509
1711	311068	52329
1712	311188	52137
1713	311434	51966
1714	311599	51781
1715	311792	51602
1716	312113	51443
1717	312258	51255
1718	312606	51100
1719	312859	50930
1720	313060	50751
1721	313246	50570
1722	313400	50384
1723	313591	50203
1724	313843	50033
1725	314061	49856
1726	314275	49679
1727	314480	49501
1728	314626	49313
1729	314870	49141
1730	315102	48967
1731	315430	48807
1732	315732	48644
1733	315924	48463
1734	316179	48292
1735	316306	48101
1736	316437	47911
1737	316715	47744
1738	317044	47583
1739	317279	47409
1740	317393	47217
1741	317573	47034
1742	317706	46844
1743	317981	46676
1744	318129	46488
1745	318223	46293
1746	318494	46124
1747	318698	45945
1748	318848	45758
1749	319010	45572
1750	319295	45405
1751	319602	45240
1752	319893	45073
1753	320354	44929
1754	320759	44778
1755	321098	44617
1756	321427	44454
1757	321584	44268
1758	321800	44089
1759	321942	43901
1760	322054	43708
1761	322180	43518
1762	322292	43325
1763	322426	43136
1764	322694	42964
1765	322923	42788
1766	323061	42599
1767	323196	42410
1768	323359	42225
1769	323524	42039
1770	323651	41849
1771	323821	41665
1772	323970	41478
1773	324086	41287
1774	324286	41106
1775	324377	40912
1776	324493	40721
1777	324641	40534
1778	324748	40342
1779	324867	40152
1780	324956	39958
1781	325029	39762
1782	325368	39599
1783	325570	39418
1784	325765	39237
1785	326163	39081
1786	326491	38915
1787	326905	38760
1788	327128	38582
1789	327340	38403
1790	327610	38230
1791	328089	38081
1792	328663	37943
1793	328913	37768
1794	329104	37585
1795	329292	37402
1796	329406	37211
1797	329557	37024
1798	329839	36852
1799	329983	36664
1800	330105	36474
1801	330184	36279
1802	330330	36092
1803	330409	35898
1804	330530	35708
1805	330637	35516
1806	330737	35325
1807	330834	35132
1808	330951	34942
1809	331064	34752
1810	331163	34560
1811	331262	34369
1812	331396	34181
1813	331537	33994
1814	331642	33803
1815	331753	33613
1816	331859	33423
1817	331953	33231
1818	332051	33040
1819	332153	32850
1820	332267	32661
1821	332375	32471
1822	332469	32280
1823	332588	32091
1824	332695	31902
1825	332801	31712
1826	333113	31542
1827	333325	31363
1828	333521	31182
1829	333671	30996
1830	334010	30828
1831	334219	30648
1832	334385	30465
1833	334545	30280
1834	334878	30111
1835	335138	29936
1836	335335	29754
1837	335472	29568
1838	335581	29379
1839	335700	29191
1840	335851	29006
1841	335922	28814
1842	336047	28626
1843	336197	28441
1844	336344	28256
1845	336469	28069
1846	336572	27880
1847	336725	27696
1848	336943	27516
1849	337063	27329
1850	337276	27149
1851	337421	26964
1852	337527	26776
1853	337635	26588
1854	337756	26401
1855	338030	26226
1856	338278	26049
1857	338410	25863
1858	338547	25677
1859	338783	25499
1860	339013	25321
1861	339379	25152
1862	339630	24975
1863	339807	24792
1864	339956	24608
1865	340189	24429
1866	340351	24245
1867	340982	24095
1868	341281	23920
1869	341523	23742
1870	341780	23564
1871	342058	23388
1872	342234	23205
1873	342339	23017
1874	342574	22838
1875	342696	22651
1876	342789	22463
1877	342895	22275
1878	343046	22090
1879	343208	21906
1880	343323	21720
1881	343545	21540
1882	343834	21364
1883	344090	21186
1884	344282	21003
1885	344542	20825
1886	344771	20646
1887	345443	20492
1888	345800	20319
1889	345998	20137
1890	346101	19949
1891	346214	19762
1892	346318	19575
1893	346455	19389
1894	346722	19211
1895	346924	19029
1896	347104	18846
1897	347246	18661
1898	347418	18477
1899	347616	18295
1900	347849	18115
1901	348058	17933
1902	348292	17753
1903	348512	17572
1904	348696	17389
1905	348917	17207
1906	349118	17025
1907	349382	16846
1908	349565	16663
1909	349690	16477
1910	349825	16292
1911	350000	16108
1912	350134	15923
1913	350285	15739
1914	350440	15554
1915	350606	15371
1916	350875	15191
1917	351033	15007
1918	351159	14822
1919	351317	14638
1920	351533	14456
1921	351653	14271
1922	351741	14084
1923	351828	13897
1924	351941	13712
1925	352064	13526
1926	352287	13345
1927	352428	13161
1928	352559	12976
1929	352666	12791
1930	352779	12605
1931	352930	12421
1932	353115	12239
1933	353382	12059
1934	353474	11873
1935	353582	11688
1936	353670	11502
1937	353781	11318
1938	354004	11136
1939	354137	10952
1940	354272	10768
1941	354455	10586
1942	354762	10407
1943	354985	10225
1944	355137	10042
1945	355345	9860
1946	355485	9676
1947	355601	9492
1948	355737	9308
1949	355949	9126
1950	356090	8943
1951	356288	8761
1952	356484	8578
1953	356789	8399
1954	357024	8217
1955	357197	8035
1956	357419	7853
1957	357644	7671
1958	358068	7494
1959	358505	7316
1960	358773	7135
1961	359067	6954
1962	359245	6771
1963	359402	6587
1964	359802	6408
1965	360058	6226
1966	360296	6044
1967	360407	5860
1968	360511	5675
1969	360637	5491
1970	360751	5307
1971	360863	5123
1972	361015	4940
1973	361174	4757
1974	361294	4573
1975	361419	4389
1976	361517	4205
1977	361642	4022
1978	361754	3838
1979	361867	3655
1980	361983	3471
1981	362102	3288
1982	362225	3105
1983	362322	2921
1984	362421	2738
1985	362544	2555
1986	362652	2372
1987	362751	2189
1988	362844	2006
1989	362967	1823
1990	363053	1641
1991	363149	1458
1992	363247	1275
1993	363373	1093
1994	363474	910
1995	363578	728
1996	363683	546
1997	363786	364
1998	363910	182
1999	364018	0
